S No,Media Site Id,City,Zone,Locality,Pin Code,Office Building Name,No of Employees (Approx),No of Screens,No of impressions per month,Screen Size,"Latitude,Longitude",Facility Type,Tenant Details
402,MSRAVCCB,Ahmedabad,Ahmedabad,Ambli,380058,Awfis - RE11,335,2,25200,32 inch LED TV,"23.026504,72.502814",Coworking space,"Raytex IT Services,  RE11 Corporate Offices,  Aura Toddlers"
403,MS0238RW,Ahmedabad,Ahmedabad,Thalte,380059,Awfis - Krish Cubical,150,1,12600,32 inch LED TV,"23.04884910583496,72.50868225097656",Coworking space,
404,MSGA50HN,Ahmedabad,Ahmedabad,Sola,380063,Solaris Business Park,,12,151200,24 inch LED TV,"23.058717727661133,72.53912353515625",Coworking space,
405,MSVARHWJ,Bhuvaneshwar,Nayapalli,Jayadev Vihar,751013,Awfis - Ginger,200,2,25200,32 inch LED TV,"20.3034565755376,85.8230363423289",Coworking space,state bank of India
406,MS7S1WQC,Bhuvaneshwar,North,Patia,751024,Awfis - SRB Tower,330,2,25200,32 inch LED TV,"20.343154907226562,85.81068420410156",Coworking space,"MotorFloor,, Dyaus Court, , Cozentus Technologies (P) Ltd, , urban Developers and Builders"
407,MSQ12TNY,Lucknow,Lucknow,Gomti Nagar,226010,Bhavya Corporate Tower,4500,2,25200,43 inch LED TV,"26.866926,81.001881",Corporate Office,"Gramic, Neohub, spiny, India News, Wood Rap, GTS Infratech, car24, awesomesauce, GTL, Boxally, SpaceN"
408,MSV3DG66,Lucknow,Gomti Nagar,Vibhuti Khand,226016,Levana Cyber Heights,100,4,50400,55 inch LED TV,"26.867912,81.009957",Corporate Office,"Big daddy, HDFC Life, Acer India, Bhutani Group, Square Yard, Anglo eastern, Bingo bee, atlantis Diagnostic center"
409,MSD8FRJ1,Lucknow,Gomti Nagar,Vibhuti Khand,226010,Levana Cyber Tower,100,3,37800,55 inch LED TV,"26.868686,81.00657",Corporate Office,"OMC Power Pvt ltd, Raj Desigens & exhibitis, omaxe housing, Care Health, Finesse informition system, Birla Corpooration, Purple Finance"
410,MS7S5BQT,Lucknow,East,Gomti Nagar Ext,226010,Eldeco Corporate Chamber 1,,1,12600,55 inch LED TV,"26.869047164916992,80.99922943115234",Corporate Office,
411,MSWQ511T,Lucknow,East,Gomti Nagar Ext,226010,Eldeco Elegente,1200,1,12600,55 inch LED TV,"26.86240005493164,81.00859832763672",Corporate Office,"Amrit Planners Pvt. Ltd., , SIS Limited, Lucknow - Regional Office, Safety Zone (AMP Services), Comfort My Travel, Epitome Interior, VastuGenesis Architects"
